radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave_points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave_points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave_points_worst,symmetry_worst,fractal_dimension_worst
0.6582401555663587,0.424726412304052,0.6473723168023686,0.4270739064856712,0.5984700122399021,0.286333215921099,0.16222005842259005,0.32501699524133243,0.6872037914691943,0.5917487684729065,0.24648401826484018,0.1614329580348004,0.23960880195599024,0.15358539765319426,0.3887000459347727,0.13721804511278196,0.06027777777777777,0.2491002083727979,0.3221607549625773,0.07707774798927614,0.595350669818755,0.46098611775969367,0.5400866738894908,0.35225359088657754,0.6863679694947571,0.1675803402646503,0.19089456869009583,0.48530519969856817,0.4484784573666768,0.34983132530120487
0.6358774914924648,0.46465542738834664,0.6338267949666914,0.39215686274509803,0.6578947368421053,0.4473406128918634,0.11119766309639727,0.21142080217539086,0.7170980678089683,0.6989942528735633,0.1691324200913242,0.15306038894575233,0.16101990918616835,0.09563233376792699,0.188194763435921,0.17838345864661656,0.042878787878787884,0.1229399507482478,0.2730231044581842,0.0812667560321716,0.5713159968479118,0.4904260411680229,0.5205308775731311,0.3122833085685983,0.6253574833174452,0.2623818525519849,0.1509584664536741,0.27441597588545585,0.47966254896053034,0.39436144578313254
0.4620320855614973,0.36793847973972194,0.4466321243523316,0.20656108597285067,0.6266829865361078,0.22867206762944703,0.07195715676728336,0.14112848402447314,0.6616842872767044,0.7086412151067324,0.25324200913242007,0.19995905834186287,0.2222610315519851,0.10234680573663624,0.44124942581534227,0.13458646616541353,0.05012626262626262,0.26917976889562417,0.32980800520663844,0.0994638069705094,0.4030732860520095,0.3748204882719004,0.3528169014084507,0.1559683011391778,0.6310772163965681,0.10850661625708884,0.07082268370607028,0.23462697814619443,0.36908707442000604,0.3746024096385542
0.6334467671366066,0.5448092280390417,0.6114729829755736,0.3950226244343891,0.5497552019583843,0.1326523423740754,0.06236611489776047,0.19870836165873557,0.5348158950054684,0.6017036124794745,0.16794520547945208,0.4794268167860799,0.13622074746769122,0.0923076923076923,0.19990813045475428,0.046043233082706775,0.03391414141414142,0.2204963061185831,0.4345916042954767,0.05955093833780161,0.5240346729708433,0.5459550023934897,0.45752979414951245,0.27038137691926695,0.46239275500476645,0.0436578449905482,0.038602236421725236,0.18888470233609644,0.29933714974389874,0.2973012048192771
0.39844433641225085,0.49807749186631173,0.3827535159141377,0.15226244343891404,0.5263157894736842,0.20933427263120818,0.03865628042843233,0.04022433718558804,0.6449143273787824,0.6673850574712643,0.14273972602739726,0.1958444216990788,0.12737222028175574,0.05348761408083442,0.41194304088194766,0.15469924812030075,0.0401010101010101,0.1120856222769464,0.4188089814513504,0.08652815013404827,0.35319148936170214,0.5256103398755385,0.31018418201516795,0.11996037642397225,0.6182078169685415,0.12826086956521737,0.054952076677316296,0.0966088922381311,0.4677613739078036,0.35706024096385547
0.5858045697617891,0.432712215320911,0.5776461880088823,0.33883861236802415,0.6309669522643819,0.3202536104262064,0.16046738072054528,0.18687967369136638,0.6106452788917245,0.6201765188834154,0.24073059360730595,0.1493142272262027,0.21515892420537897,0.12953063885267274,0.25209003215434084,0.13411654135338347,0.058636363636363625,0.10721727599924229,0.2323462414578588,0.08116621983914209,0.5421591804570528,0.49545236955481087,0.48689057421451787,0.2885586924219911,0.7121067683508103,0.20378071833648392,0.24361022364217252,0.24672192916352673,0.41382946670683946,0.40004819277108433
0.6558094312105007,0.6595681750961254,0.6433012583271651,0.4230769230769231,0.5356181150550796,0.2711518140190208,0.11565238558909446,0.23004758667573075,0.6594969012030624,0.5868226600985221,0.21351598173515984,0.2769703172978506,0.20200256141576436,0.1316818774445893,0.20463941203491043,0.12988721804511277,0.0529040404040404,0.22428490244364463,0.26700292873413606,0.06554959785522788,0.5969267139479906,0.7616084250837721,0.5362946912242688,0.34611193660227835,0.5538608198284081,0.1617202268431002,0.18226837060702875,0.4830444611906556,0.4325097921060561,0.33334939759036153
0.5717063684978123,0.6388642413487134,0.5530717986676537,0.32269984917043737,0.5285801713586292,0.17492074674181052,0.04033592989289191,0.07579877634262407,0.5450236966824644,0.6042692939244663,0.37095890410958904,0.24769703172978505,0.3067877517755268,0.18559322033898304,0.26903996325218194,0.09171052631578948,0.02949494949494949,0.14103049820041677,0.3914741295151318,0.059282841823056306,0.5114263199369583,0.6156055528961225,0.4495124593716143,0.2558197127290738,0.517159199237369,0.08142722117202268,0.04411341853035143,0.13997739261492087,0.36652606206688765,0.31628915662650603
0.6631016042780749,0.48328896776101743,0.6455218356772761,0.43122171945701354,0.4703182374541004,0.2134202183867559,0.045204479065238556,0.11713120326308635,0.49325555960627054,0.6109400656814449,0.17095890410958905,0.1890276356192426,0.1687041564792176,0.09485006518904825,0.2056499770326137,0.11062030075187972,0.02724747474747475,0.15071036181094905,0.2155873739017247,0.08548927613941021,0.5780141843971631,0.5550502632838679,0.5204767063921993,0.32526002971768203,0.5190657769304099,0.1495274102079395,0.08386581469648562,0.3235116804822909,0.3534197047303405,0.38674698795180723
0.5804569761789012,0.5394853593611357,0.56039970392302,0.3300150829562594,0.5055691554467565,0.16734765762592466,0.048003894839337875,0.09170632222977566,0.6810061975938754,0.6270525451559934,0.2075799086757991,0.1295598771750256,0.17697054371870996,0.11388526727509778,0.3311897106109325,0.07875939849624061,0.033106060606060604,0.1515438530024626,0.3247640741945981,0.08830428954423594,0.5161544523246651,0.5105313547151746,0.4532502708559047,0.26111936602278357,0.5452812202097236,0.08417769376181473,0.07350638977635783,0.23722682743029389,0.4195540825549865,0.35701204819277105
